K1,K2,GROUP,CPUD,INTCD,TIMERD,SERIALD,SUMD
at91,sam9x,8-40,0,0,0,0,0
at91,sam9x,8-41,0,0,0,0,0
at91,sam9x,8-42,0,0,0,0,0
at91,sam9x,8-43,0,0,0,0,0
at91,sam9x,8-44,0,0,0,0,0
at91,sam9x,8-45,0,0,0,0,0
at91,sam9x,8-46,0,0,0,0,0
at91,sam9x,8-47,0,0,0,0,0
at91,sam9x,8-48,0,0,0,0,0
at91,sam9x,8-49,0,0,0,0,0
at91,sam9x,8-50,0,0,0,0,0
at91,sam9x,8-51,0,0,0,0,0
at91,sam9x,8-52,0,0,0,0,0
at91,sam9x,8-53,0,0,0,0,0
at91,sam9x,8-54,0,0,0,0,0
at91,sam9x,8-55,0,0,0,0,0
at91,sam9x,9-0,0,0,0,0,0
at91,sam9x,9-1,0,0,0,0,0
at91,sam9x,9-2,0,0,0,0,0
at91,sam9x,9-3,0,0,0,0,0
at91,sam9x,9-4,0,0,0,0,0
at91,sam9x,9-5,0,0,0,0,0
at91,sam9x,9-6,0,0,0,0,0
at91,sam9x,9-7,0,0,0,0,0
at91,sam9x,9-8,0,0,0,0,0
at91,sam9x,9-9,0,0,0,0,0
at91,sam9x,9-10,0,0,0,0,0
at91,sam9x,9-11,0,0,0,0,0
at91,sam9x,9-12,0,0,0,0,0
at91,sam9x,9-13,0,0,0,0,0
at91,sam9x,9-14,0,0,0,0,0
at91,sam9x,9-15,0,0,0,0,0
at91,sam9x,9-16,0,0,0,0,0
at91,sam9x,9-17,0,0,0,0,0
at91,sam9x,9-18,0,0,0,0,0
at91,sam9x,9-19,1,0,1,0,2
at91,sam9x,9-20,0,0,0,0,0
at91,sam9x,9-21,0,0,0,0,0
at91,sam9x,9-22,0,0,0,0,0
at91,sam9x,9-23,0,0,0,0,0
at91,sam9x,9-24,0,0,0,0,0
at91,sam9x,9-25,0,0,0,0,0
at91,sam9x,9-26,0,0,0,0,0
at91,sam9x,9-27,0,0,0,0,0
at91,sam9x,9-28,0,0,0,0,0
at91,sam9x,9-29,0,0,0,0,0
at91,sam9x,9-30,0,0,0,0,0
at91,sam9x,9-31,0,0,0,0,0
at91,sam9x,9-32,0,0,0,0,0
at91,sam9x,9-33,0,0,0,0,0
at91,sam9x,9-34,0,0,0,0,0
at91,sam9x,9-35,0,0,0,0,0
at91,sam9x,9-36,1,0,1,0,2
at91,sam9x,9-37,0,0,0,0,0
at91,sam9x,9-38,0,0,0,0,0
at91,sam9x,9-39,0,0,0,0,0
at91,sam9x,9-40,0,0,0,0,0
at91,sam9x,9-41,0,0,0,0,0
at91,sam9x,9-42,0,0,0,0,0
at91,sam9x,9-43,0,0,0,0,0
at91,sam9x,9-44,0,0,0,0,0
at91,sam9x,9-45,0,0,0,0,0
at91,sam9x,9-46,0,0,0,0,0
at91,sam9x,9-47,0,0,0,0,0
at91,sam9x,9-48,0,0,0,0,0
at91,sam9x,9-49,0,0,0,0,0
at91,sam9x,9-50,0,0,0,0,0
at91,sam9x,9-51,0,0,0,0,0
at91,sam9x,9-52,0,0,0,0,0
at91,sam9x,9-53,0,0,0,0,0
at91,sam9x,9-54,0,0,0,0,0
at91,sam9x,9-55,0,0,0,0,0
at91,sam9x,10-0,0,1,0,0,1
at91,sam9x,10-1,0,1,0,0,1
at91,sam9x,10-2,0,1,0,0,1
at91,sam9x,10-3,0,1,0,0,1
at91,sam9x,10-4,0,1,0,0,1
at91,sam9x,10-5,0,1,0,0,1
at91,sam9x,10-6,0,1,0,0,1
at91,sam9x,10-7,0,0,0,0,0
at91,sam9x,10-8,0,1,0,0,1
at91,sam9x,10-9,0,1,0,0,1
at91,sam9x,10-10,0,0,0,0,0
at91,sam9x,10-11,0,1,0,0,1
at91,sam9x,10-12,0,0,0,0,0
at91,sam9x,10-13,0,0,0,0,0
at91,sam9x,10-14,0,0,0,0,0
at91,sam9x,10-15,0,1,0,0,1
at91,sam9x,10-16,0,0,0,0,0
at91,sam9x,10-17,0,1,0,0,1
at91,sam9x,10-18,0,0,0,0,0
at91,sam9x,10-19,1,1,1,0,3
at91,sam9x,10-20,0,1,0,0,1
at91,sam9x,10-21,0,1,0,0,1
at91,sam9x,10-22,0,1,0,0,1
at91,sam9x,10-23,0,1,0,0,1
at91,sam9x,10-24,0,1,0,0,1
at91,sam9x,10-25,0,1,0,0,1
at91,sam9x,10-26,0,1,0,0,1
at91,sam9x,10-27,0,0,0,0,0
at91,sam9x,10-28,0,1,0,0,1
at91,sam9x,10-29,0,1,0,0,1
at91,sam9x,10-30,0,0,0,0,0
at91,sam9x,10-31,0,1,0,0,1
at91,sam9x,10-32,0,1,0,0,1
at91,sam9x,10-33,0,0,0,0,0
at91,sam9x,10-34,0,1,0,0,1
at91,sam9x,10-35,0,1,0,0,1
at91,sam9x,10-36,1,1,1,0,3
at91,sam9x,10-37,0,0,0,0,0
at91,sam9x,10-38,0,0,0,0,0
at91,sam9x,10-39,0,1,0,0,1
at91,sam9x,10-40,0,1,0,0,1
at91,sam9x,10-41,0,1,0,0,1
at91,sam9x,10-42,0,0,0,0,0
at91,sam9x,10-43,0,0,0,0,0
at91,sam9x,10-44,0,0,0,0,0
at91,sam9x,10-45,0,0,0,0,0
at91,sam9x,10-46,0,1,0,0,1
at91,sam9x,10-47,0,1,0,0,1
at91,sam9x,10-48,0,1,0,0,1
at91,sam9x,10-49,0,1,0,0,1
at91,sam9x,10-50,0,1,0,0,1
at91,sam9x,10-51,0,1,0,0,1
at91,sam9x,10-52,0,1,0,0,1
at91,sam9x,10-53,0,0,0,0,0
at91,sam9x,10-54,0,1,0,0,1
at91,sam9x,10-55,0,1,0,0,1
at91,sam9x,11-0,0,0,0,0,0
at91,sam9x,11-1,0,0,0,0,0
at91,sam9x,11-2,0,0,0,0,0
at91,sam9x,11-3,0,0,0,0,0
at91,sam9x,11-4,0,0,0,0,0
at91,sam9x,11-5,0,0,0,0,0
at91,sam9x,11-6,0,0,0,0,0
at91,sam9x,11-7,0,0,0,0,0
at91,sam9x,11-8,0,0,0,0,0
at91,sam9x,11-9,0,0,0,0,0
at91,sam9x,11-10,0,0,0,0,0
at91,sam9x,11-11,0,0,0,0,0
at91,sam9x,11-12,0,0,0,0,0
at91,sam9x,11-13,0,0,0,0,0
at91,sam9x,11-14,0,0,0,0,0
at91,sam9x,11-15,0,0,0,0,0
at91,sam9x,11-16,0,0,0,0,0
at91,sam9x,11-17,0,0,0,0,0
at91,sam9x,11-18,0,0,0,0,0
at91,sam9x,11-19,1,0,1,0,2
at91,sam9x,11-20,0,0,0,0,0
at91,sam9x,11-21,0,0,0,0,0
at91,sam9x,11-22,0,0,0,0,0
at91,sam9x,11-23,0,0,0,0,0
at91,sam9x,11-24,0,0,0,0,0
at91,sam9x,11-25,0,0,0,0,0
at91,sam9x,11-26,0,0,0,0,0
at91,sam9x,11-27,0,0,0,0,0
at91,sam9x,11-28,0,0,0,0,0
at91,sam9x,11-29,0,0,0,0,0
at91,sam9x,11-30,0,0,0,0,0
at91,sam9x,11-31,0,0,0,0,0
at91,sam9x,11-32,0,0,0,0,0
at91,sam9x,11-33,0,0,0,0,0
at91,sam9x,11-34,0,0,0,0,0
at91,sam9x,11-35,0,0,0,0,0
at91,sam9x,11-36,1,0,1,0,2
at91,sam9x,11-37,0,0,0,0,0
at91,sam9x,11-38,0,0,0,0,0
at91,sam9x,11-39,0,0,0,0,0
at91,sam9x,11-40,0,0,0,0,0
at91,sam9x,11-41,0,0,0,0,0
at91,sam9x,11-42,0,0,0,0,0
at91,sam9x,11-43,0,0,0,0,0
at91,sam9x,11-44,0,0,0,0,0
at91,sam9x,11-45,0,0,0,0,0
at91,sam9x,11-46,0,0,0,0,0
at91,sam9x,11-47,0,0,0,0,0
at91,sam9x,11-48,0,0,0,0,0
at91,sam9x,11-49,0,0,0,0,0
at91,sam9x,11-50,0,0,0,0,0
at91,sam9x,11-51,0,0,0,0,0
at91,sam9x,11-52,0,0,0,0,0
at91,sam9x,11-53,0,0,0,0,0
at91,sam9x,11-54,0,0,0,0,0
at91,sam9x,11-55,0,0,0,0,0
at91,sam9x,12-0,0,1,0,0,1
at91,sam9x,12-1,0,1,0,0,1
at91,sam9x,12-2,0,1,0,0,1
at91,sam9x,12-3,0,1,0,0,1
at91,sam9x,12-4,0,1,0,0,1
at91,sam9x,12-5,0,1,0,0,1
at91,sam9x,12-6,0,1,0,0,1
at91,sam9x,12-7,0,0,0,0,0
at91,sam9x,12-8,0,1,0,0,1
at91,sam9x,12-9,0,1,0,0,1
at91,sam9x,12-10,0,0,0,0,0
at91,sam9x,12-11,0,1,0,0,1
at91,sam9x,12-12,0,0,0,0,0
at91,sam9x,12-13,0,0,0,0,0
at91,sam9x,12-14,0,0,0,0,0
at91,sam9x,12-15,0,1,0,0,1
at91,sam9x,12-16,0,0,0,0,0
at91,sam9x,12-17,0,1,0,0,1
at91,sam9x,12-18,0,0,0,0,0
at91,sam9x,12-19,1,1,1,0,3
at91,sam9x,12-20,0,1,0,0,1
at91,sam9x,12-21,0,1,0,0,1
at91,sam9x,12-22,0,1,0,0,1
at91,sam9x,12-23,0,1,0,0,1
at91,sam9x,12-24,0,1,0,0,1
at91,sam9x,12-25,0,1,0,0,1
at91,sam9x,12-26,0,1,0,0,1
at91,sam9x,12-27,0,0,0,0,0
at91,sam9x,12-28,0,1,0,0,1
at91,sam9x,12-29,0,1,0,0,1
at91,sam9x,12-30,0,0,0,0,0
at91,sam9x,12-31,0,1,0,0,1
at91,sam9x,12-32,0,1,0,0,1
at91,sam9x,12-33,0,0,0,0,0
at91,sam9x,12-34,0,1,0,0,1
at91,sam9x,12-35,0,1,0,0,1
at91,sam9x,12-36,1,1,1,0,3
at91,sam9x,12-37,0,0,0,0,0
at91,sam9x,12-38,0,0,0,0,0
at91,sam9x,12-39,0,1,0,0,1
at91,sam9x,12-40,0,1,0,0,1
at91,sam9x,12-41,0,1,0,0,1
at91,sam9x,12-42,0,0,0,0,0
at91,sam9x,12-43,0,0,0,0,0
at91,sam9x,12-44,0,0,0,0,0
at91,sam9x,12-45,0,0,0,0,0
at91,sam9x,12-46,0,1,0,0,1
at91,sam9x,12-47,0,1,0,0,1
at91,sam9x,12-48,0,1,0,0,1
at91,sam9x,12-49,0,1,0,0,1
at91,sam9x,12-50,0,1,0,0,1
at91,sam9x,12-51,0,1,0,0,1
at91,sam9x,12-52,0,1,0,0,1
at91,sam9x,12-53,0,0,0,0,0
at91,sam9x,12-54,0,1,0,0,1
at91,sam9x,12-55,0,1,0,0,1
at91,sam9x,13-0,0,1,0,0,1
at91,sam9x,13-1,0,1,0,0,1
at91,sam9x,13-2,0,1,0,0,1
at91,sam9x,13-3,0,1,0,0,1
at91,sam9x,13-4,0,1,0,0,1
at91,sam9x,13-5,0,1,0,0,1
at91,sam9x,13-6,0,1,0,0,1
at91,sam9x,13-7,0,0,0,0,0
at91,sam9x,13-8,0,1,0,0,1
at91,sam9x,13-9,0,1,0,0,1
at91,sam9x,13-10,0,0,0,0,0
at91,sam9x,13-11,0,1,0,0,1
at91,sam9x,13-12,0,0,0,0,0
at91,sam9x,13-13,0,0,0,0,0
at91,sam9x,13-14,0,0,0,0,0
at91,sam9x,13-15,0,1,0,0,1
at91,sam9x,13-16,0,0,0,0,0
at91,sam9x,13-17,0,1,0,0,1
at91,sam9x,13-18,0,0,0,0,0
at91,sam9x,13-19,1,1,1,0,3
at91,sam9x,13-20,0,1,0,0,1
at91,sam9x,13-21,0,1,0,0,1
at91,sam9x,13-22,0,1,0,0,1
at91,sam9x,13-23,0,1,0,0,1
at91,sam9x,13-24,0,1,0,0,1
at91,sam9x,13-25,0,1,0,0,1
at91,sam9x,13-26,0,1,0,0,1
at91,sam9x,13-27,0,0,0,0,0
at91,sam9x,13-28,0,1,0,0,1
at91,sam9x,13-29,0,1,0,0,1
at91,sam9x,13-30,0,0,0,0,0
at91,sam9x,13-31,0,1,0,0,1
at91,sam9x,13-32,0,1,0,0,1
at91,sam9x,13-33,0,0,0,0,0
at91,sam9x,13-34,0,1,0,0,1
at91,sam9x,13-35,0,1,0,0,1
at91,sam9x,13-36,1,1,1,0,3
at91,sam9x,13-37,0,0,0,0,0
at91,sam9x,13-38,0,0,0,0,0
at91,sam9x,13-39,0,1,0,0,1
at91,sam9x,13-40,0,1,0,0,1
at91,sam9x,13-41,0,1,0,0,1
at91,sam9x,13-42,0,0,0,0,0
at91,sam9x,13-43,0,0,0,0,0
at91,sam9x,13-44,0,0,0,0,0
at91,sam9x,13-45,0,0,0,0,0
at91,sam9x,13-46,0,1,0,0,1
at91,sam9x,13-47,0,1,0,0,1
at91,sam9x,13-48,0,1,0,0,1
at91,sam9x,13-49,0,1,0,0,1
at91,sam9x,13-50,0,1,0,0,1
at91,sam9x,13-51,0,1,0,0,1
at91,sam9x,13-52,0,1,0,0,1
at91,sam9x,13-53,0,0,0,0,0
at91,sam9x,13-54,0,1,0,0,1
at91,sam9x,13-55,0,1,0,0,1
at91,sam9x,14-0,0,1,0,0,1
at91,sam9x,14-1,0,1,0,0,1
at91,sam9x,14-2,0,1,0,0,1
at91,sam9x,14-3,0,1,0,0,1
at91,sam9x,14-4,0,1,0,0,1
at91,sam9x,14-5,0,1,0,0,1
at91,sam9x,14-6,0,1,0,0,1
at91,sam9x,14-7,0,0,0,0,0
at91,sam9x,14-8,0,1,0,0,1
at91,sam9x,14-9,0,1,0,0,1
at91,sam9x,14-10,0,0,0,0,0
at91,sam9x,14-11,0,1,0,0,1
at91,sam9x,14-12,0,0,0,0,0
at91,sam9x,14-13,0,0,0,0,0
at91,sam9x,14-14,0,0,0,0,0
at91,sam9x,14-15,0,1,0,0,1
at91,sam9x,14-16,0,0,0,0,0
at91,sam9x,14-17,0,1,0,0,1
at91,sam9x,14-18,0,0,0,0,0
at91,sam9x,14-19,1,1,1,0,3
at91,sam9x,14-20,0,1,0,0,1
at91,sam9x,14-21,0,1,0,0,1
at91,sam9x,14-22,0,1,0,0,1
at91,sam9x,14-23,0,1,0,0,1
at91,sam9x,14-24,0,1,0,0,1
at91,sam9x,14-25,0,1,0,0,1
at91,sam9x,14-26,0,1,0,0,1
at91,sam9x,14-27,0,0,0,0,0
at91,sam9x,14-28,0,1,0,0,1
at91,sam9x,14-29,0,1,0,0,1
at91,sam9x,14-30,0,0,0,0,0
at91,sam9x,14-31,0,1,0,0,1
at91,sam9x,14-32,0,1,0,0,1
at91,sam9x,14-33,0,0,0,0,0
at91,sam9x,14-34,0,1,0,0,1
at91,sam9x,14-35,0,1,0,0,1
at91,sam9x,14-36,1,1,1,0,3
at91,sam9x,14-37,0,0,0,0,0
at91,sam9x,14-38,0,0,0,0,0
at91,sam9x,14-39,0,1,0,0,1
at91,sam9x,14-40,0,1,0,0,1
at91,sam9x,14-41,0,1,0,0,1
at91,sam9x,14-42,0,0,0,0,0
at91,sam9x,14-43,0,0,0,0,0
at91,sam9x,14-44,0,0,0,0,0
at91,sam9x,14-45,0,0,0,0,0
at91,sam9x,14-46,0,1,0,0,1
at91,sam9x,14-47,0,1,0,0,1
at91,sam9x,14-48,0,1,0,0,1
at91,sam9x,14-49,0,1,0,0,1
at91,sam9x,14-50,0,1,0,0,1
at91,sam9x,14-51,0,1,0,0,1
at91,sam9x,14-52,0,1,0,0,1
at91,sam9x,14-53,0,0,0,0,0
at91,sam9x,14-54,0,1,0,0,1
at91,sam9x,14-55,0,1,0,0,1
at91,sam9x,15-0,0,0,0,0,0
at91,sam9x,15-1,0,0,0,0,0
at91,sam9x,15-2,0,0,0,0,0
at91,sam9x,15-3,0,0,0,0,0
at91,sam9x,15-4,0,0,0,0,0
at91,sam9x,15-5,0,0,0,0,0
at91,sam9x,15-6,0,0,0,0,0
at91,sam9x,15-7,0,0,0,0,0
at91,sam9x,15-8,0,0,0,0,0
at91,sam9x,15-9,0,0,0,0,0
at91,sam9x,15-10,0,0,0,0,0
at91,sam9x,15-11,0,0,0,0,0
at91,sam9x,15-12,0,0,0,0,0
at91,sam9x,15-13,0,0,0,0,0
at91,sam9x,15-14,0,0,0,0,0
at91,sam9x,15-15,0,0,0,0,0
at91,sam9x,15-16,0,0,0,0,0
at91,sam9x,15-17,0,0,0,0,0
at91,sam9x,15-18,0,0,0,0,0
at91,sam9x,15-19,1,0,1,0,2
at91,sam9x,15-20,0,0,0,0,0
at91,sam9x,15-21,0,0,0,0,0
at91,sam9x,15-22,0,0,0,0,0
at91,sam9x,15-23,0,0,0,0,0
at91,sam9x,15-24,0,0,0,0,0
at91,sam9x,15-25,0,0,0,0,0
at91,sam9x,15-26,0,0,0,0,0
at91,sam9x,15-27,0,0,0,0,0
at91,sam9x,15-28,0,0,0,0,0
at91,sam9x,15-29,0,0,0,0,0
at91,sam9x,15-30,0,0,0,0,0
at91,sam9x,15-31,0,0,0,0,0
at91,sam9x,15-32,0,0,0,0,0
at91,sam9x,15-33,0,0,0,0,0
at91,sam9x,15-34,0,0,0,0,0
at91,sam9x,15-35,0,0,0,0,0
at91,sam9x,15-36,1,0,1,0,2
at91,sam9x,15-37,0,0,0,0,0
at91,sam9x,15-38,0,0,0,0,0
at91,sam9x,15-39,0,0,0,0,0
at91,sam9x,15-40,0,0,0,0,0
at91,sam9x,15-41,0,0,0,0,0
at91,sam9x,15-42,0,0,0,0,0
at91,sam9x,15-43,0,0,0,0,0
at91,sam9x,15-44,0,0,0,0,0
at91,sam9x,15-45,0,0,0,0,0
at91,sam9x,15-46,0,0,0,0,0
at91,sam9x,15-47,0,0,0,0,0
at91,sam9x,15-48,0,0,0,0,0
at91,sam9x,15-49,0,0,0,0,0
at91,sam9x,15-50,0,0,0,0,0
at91,sam9x,15-51,0,0,0,0,0
at91,sam9x,15-52,0,0,0,0,0
at91,sam9x,15-53,0,0,0,0,0
at91,sam9x,15-54,0,0,0,0,0
at91,sam9x,15-55,0,0,0,0,0
at91,sam9x,16-0,0,1,0,0,1
at91,sam9x,16-1,0,1,0,0,1
at91,sam9x,16-2,0,1,0,0,1
at91,sam9x,16-3,0,1,0,0,1
at91,sam9x,16-4,0,1,0,0,1
at91,sam9x,16-5,0,1,0,0,1
at91,sam9x,16-6,0,1,0,0,1
at91,sam9x,16-7,0,0,0,0,0
at91,sam9x,16-8,0,1,0,0,1
at91,sam9x,16-9,0,1,0,0,1
at91,sam9x,16-10,0,0,0,0,0
at91,sam9x,16-11,0,1,0,0,1
at91,sam9x,16-12,0,0,0,0,0
at91,sam9x,16-13,0,0,0,0,0
at91,sam9x,16-14,0,0,0,0,0
at91,sam9x,16-15,0,1,0,0,1
at91,sam9x,16-16,0,0,0,0,0
at91,sam9x,16-17,0,1,0,0,1
at91,sam9x,16-18,0,0,0,0,0
at91,sam9x,16-19,1,1,1,0,3
at91,sam9x,16-20,0,1,0,0,1
at91,sam9x,16-21,0,1,0,0,1
at91,sam9x,16-22,0,1,0,0,1
at91,sam9x,16-23,0,1,0,0,1
at91,sam9x,16-24,0,1,0,0,1
at91,sam9x,16-25,0,1,0,0,1
at91,sam9x,16-26,0,1,0,0,1
at91,sam9x,16-27,0,0,0,0,0
at91,sam9x,16-28,0,1,0,0,1
at91,sam9x,16-29,0,1,0,0,1
at91,sam9x,16-30,0,0,0,0,0
at91,sam9x,16-31,0,1,0,0,1
at91,sam9x,16-32,0,1,0,0,1
at91,sam9x,16-33,0,0,0,0,0
at91,sam9x,16-34,0,1,0,0,1
at91,sam9x,16-35,0,1,0,0,1
at91,sam9x,16-36,1,1,1,0,3
at91,sam9x,16-37,0,0,0,0,0
at91,sam9x,16-38,0,0,0,0,0
at91,sam9x,16-39,0,1,0,0,1
at91,sam9x,16-40,0,1,0,0,1
at91,sam9x,16-41,0,1,0,0,1
at91,sam9x,16-42,0,0,0,0,0
at91,sam9x,16-43,0,0,0,0,0
at91,sam9x,16-44,0,0,0,0,0
at91,sam9x,16-45,0,0,0,0,0
at91,sam9x,16-46,0,1,0,0,1
at91,sam9x,16-47,0,1,0,0,1
at91,sam9x,16-48,0,1,0,0,1
at91,sam9x,16-49,0,1,0,0,1
at91,sam9x,16-50,0,1,0,0,1
at91,sam9x,16-51,0,1,0,0,1
at91,sam9x,16-52,0,1,0,0,1
at91,sam9x,16-53,0,0,0,0,0
at91,sam9x,16-54,0,1,0,0,1
at91,sam9x,16-55,0,1,0,0,1
at91,sam9x,17-0,0,0,0,0,0
at91,sam9x,17-1,0,0,0,0,0
at91,sam9x,17-2,0,0,0,0,0
at91,sam9x,17-3,0,0,0,0,0
at91,sam9x,17-4,0,0,0,0,0
at91,sam9x,17-5,0,0,0,0,0
at91,sam9x,17-6,0,0,0,0,0
at91,sam9x,17-7,0,0,0,0,0
at91,sam9x,17-8,0,0,0,0,0
at91,sam9x,17-9,0,0,0,0,0
at91,sam9x,17-10,0,0,0,0,0
at91,sam9x,17-11,0,0,0,0,0
at91,sam9x,17-12,0,0,0,0,0
at91,sam9x,17-13,0,0,0,0,0
at91,sam9x,17-14,0,0,0,0,0
at91,sam9x,17-15,0,0,0,0,0
at91,sam9x,17-16,0,0,0,0,0
at91,sam9x,17-17,0,0,0,0,0
at91,sam9x,17-18,0,0,0,0,0
at91,sam9x,17-19,1,0,1,0,2
at91,sam9x,17-20,0,0,0,0,0
at91,sam9x,17-21,0,0,0,0,0
at91,sam9x,17-22,0,0,0,0,0
at91,sam9x,17-23,0,0,0,0,0
at91,sam9x,17-24,0,0,0,0,0
at91,sam9x,17-25,0,0,0,0,0
at91,sam9x,17-26,0,0,0,0,0
at91,sam9x,17-27,0,0,0,0,0
at91,sam9x,17-28,0,0,0,0,0
at91,sam9x,17-29,0,0,0,0,0
at91,sam9x,17-30,0,0,0,0,0
at91,sam9x,17-31,0,0,0,0,0
at91,sam9x,17-32,0,0,0,0,0
at91,sam9x,17-33,0,0,0,0,0
at91,sam9x,17-34,0,0,0,0,0
at91,sam9x,17-35,0,0,0,0,0
at91,sam9x,17-36,1,0,1,0,2
at91,sam9x,17-37,0,0,0,0,0
at91,sam9x,17-38,0,0,0,0,0
at91,sam9x,17-39,0,0,0,0,0
at91,sam9x,17-40,0,0,0,0,0
at91,sam9x,17-41,0,0,0,0,0
at91,sam9x,17-42,0,0,0,0,0
at91,sam9x,17-43,0,0,0,0,0
at91,sam9x,17-44,0,0,0,0,0
at91,sam9x,17-45,0,0,0,0,0
at91,sam9x,17-46,0,0,0,0,0
at91,sam9x,17-47,0,0,0,0,0
at91,sam9x,17-48,0,0,0,0,0
at91,sam9x,17-49,0,0,0,0,0
at91,sam9x,17-50,0,0,0,0,0
at91,sam9x,17-51,0,0,0,0,0
at91,sam9x,17-52,0,0,0,0,0
at91,sam9x,17-53,0,0,0,0,0
at91,sam9x,17-54,0,0,0,0,0
at91,sam9x,17-55,0,0,0,0,0
at91,sam9x,18-0,0,1,0,0,1
at91,sam9x,18-1,0,1,0,0,1
at91,sam9x,18-2,0,1,0,0,1
at91,sam9x,18-3,0,1,0,0,1
at91,sam9x,18-4,0,1,0,0,1
at91,sam9x,18-5,0,1,0,0,1
at91,sam9x,18-6,0,1,0,0,1
at91,sam9x,18-7,0,0,0,0,0
at91,sam9x,18-8,0,1,0,0,1
at91,sam9x,18-9,0,1,0,0,1
at91,sam9x,18-10,0,0,0,0,0
at91,sam9x,18-11,0,1,0,0,1
at91,sam9x,18-12,0,0,0,0,0
at91,sam9x,18-13,0,0,0,0,0
at91,sam9x,18-14,0,0,0,0,0
at91,sam9x,18-15,0,1,0,0,1
at91,sam9x,18-16,0,0,0,0,0
at91,sam9x,18-17,0,1,0,0,1
at91,sam9x,18-18,0,0,0,0,0
at91,sam9x,18-19,1,1,1,0,3
at91,sam9x,18-20,0,1,0,0,1
at91,sam9x,18-21,0,1,0,0,1
at91,sam9x,18-22,0,1,0,0,1
at91,sam9x,18-23,0,1,0,0,1
at91,sam9x,18-24,0,1,0,0,1
at91,sam9x,18-25,0,1,0,0,1
at91,sam9x,18-26,0,1,0,0,1
at91,sam9x,18-27,0,0,0,0,0
at91,sam9x,18-28,0,1,0,0,1
at91,sam9x,18-29,0,1,0,0,1
at91,sam9x,18-30,0,0,0,0,0
at91,sam9x,18-31,0,1,0,0,1
at91,sam9x,18-32,0,1,0,0,1
at91,sam9x,18-33,0,0,0,0,0
at91,sam9x,18-34,0,1,0,0,1
at91,sam9x,18-35,0,1,0,0,1
at91,sam9x,18-36,1,1,1,0,3
at91,sam9x,18-37,0,0,0,0,0
at91,sam9x,18-38,0,0,0,0,0
at91,sam9x,18-39,0,1,0,0,1
at91,sam9x,18-40,0,1,0,0,1
at91,sam9x,18-41,0,1,0,0,1
at91,sam9x,18-42,0,0,0,0,0
at91,sam9x,18-43,0,0,0,0,0
at91,sam9x,18-44,0,0,0,0,0
at91,sam9x,18-45,0,0,0,0,0
at91,sam9x,18-46,0,1,0,0,1
at91,sam9x,18-47,0,1,0,0,1
at91,sam9x,18-48,0,1,0,0,1
at91,sam9x,18-49,0,1,0,0,1
at91,sam9x,18-50,0,1,0,0,1
at91,sam9x,18-51,0,1,0,0,1
at91,sam9x,18-52,0,1,0,0,1
at91,sam9x,18-53,0,0,0,0,0
at91,sam9x,18-54,0,1,0,0,1
at91,sam9x,18-55,0,1,0,0,1
at91,sam9x,19-0,1,0,3,0,4
at91,sam9x,19-1,1,0,3,0,4
at91,sam9x,19-2,1,0,3,0,4
at91,sam9x,19-3,1,0,3,0,4
at91,sam9x,19-4,1,0,3,0,4
at91,sam9x,19-5,1,0,3,0,4
at91,sam9x,19-6,1,0,3,0,4
at91,sam9x,19-7,1,0,3,0,4
at91,sam9x,19-8,1,0,3,0,4
at91,sam9x,19-9,1,0,3,0,4
at91,sam9x,19-10,1,0,3,0,4
at91,sam9x,19-11,1,0,3,0,4
at91,sam9x,19-12,1,0,3,0,4
at91,sam9x,19-13,1,0,3,0,4
at91,sam9x,19-14,1,0,3,0,4
at91,sam9x,19-15,1,0,3,0,4
at91,sam9x,19-16,1,0,3,0,4
at91,sam9x,19-17,1,0,3,0,4
at91,sam9x,19-18,1,0,3,0,4
at91,sam9x,19-19,0,0,0,0,0
at91,sam9x,19-20,1,0,3,0,4
at91,sam9x,19-21,1,0,3,0,4
at91,sam9x,19-22,1,0,3,0,4
at91,sam9x,19-23,1,0,3,0,4
at91,sam9x,19-24,1,0,3,0,4
at91,sam9x,19-25,1,0,3,0,4
at91,sam9x,19-26,1,0,3,0,4
at91,sam9x,19-27,1,0,3,0,4
at91,sam9x,19-28,1,0,3,0,4
at91,sam9x,19-29,1,0,3,0,4
at91,sam9x,19-30,1,0,3,0,4
at91,sam9x,19-31,1,0,3,0,4
at91,sam9x,19-32,1,0,3,0,4
at91,sam9x,19-33,1,0,3,0,4
at91,sam9x,19-34,1,0,3,0,4
at91,sam9x,19-35,1,0,3,0,4
at91,sam9x,19-36,0,0,0,0,0
at91,sam9x,19-37,1,0,3,0,4
at91,sam9x,19-38,1,0,3,0,4
at91,sam9x,19-39,1,0,3,0,4
at91,sam9x,19-40,1,0,3,0,4
at91,sam9x,19-41,1,0,3,0,4
at91,sam9x,19-42,1,0,3,0,4
at91,sam9x,19-43,1,0,3,0,4
at91,sam9x,19-44,1,0,3,0,4
at91,sam9x,19-45,1,0,3,0,4
at91,sam9x,19-46,1,0,3,0,4
at91,sam9x,19-47,1,0,3,0,4
at91,sam9x,19-48,1,0,3,0,4
at91,sam9x,19-49,1,0,3,0,4
at91,sam9x,19-50,1,0,3,0,4
at91,sam9x,19-51,1,0,3,0,4
at91,sam9x,19-52,1,0,3,0,4
at91,sam9x,19-53,1,0,3,0,4
at91,sam9x,19-54,1,0,3,0,4
at91,sam9x,19-55,1,0,3,0,4
at91,sam9x,20-0,0,0,0,0,0
at91,sam9x,20-1,0,0,0,0,0
